main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Digital Music,Back in Black,4.8,14132,[],"[""Original Release 1980 1. Hells Bells 2. Shoot to Thrill 3. What Do You Do for Money Honey 4. Givin the Dog a Bone 5. Let Me Put My Love into You 6. Back in Black 7. You Shook Me All Night Long 8. Have a Drink on Me 9. Shake a Leg 10. Rock and Roll Ain't Noise Pollution""]",29.67,"[{'thumb': 'https://m.media-amazon.com/images/I/41qdb07IKPL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qdb07IKPL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51ZgOY64OvL._SL1000_.jpg'}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Arena Rock']","{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'June 20, 2007'}",B000S8OYJM,,,
Digital Music,Back In Black,4.8,14084,[],"['CD AUDIO SIDE: Entire Album', 'DVD SIDE: * Entire album in enhanced LPCM Stereo * The film The Story of Back in Black, featuring interviews with the band, archival footage, and in-studio performances of ""Hells Bells,"" ""You Shook Me All Night Long,"" ""Rock And Roll Ain\x92t Noise Pollution,"" ""Shoot to Thrill,"" and more * Discography This disc is intended to play on standard DVD and CD players. May not play on a limited number of models.']",7.14,"[{'thumb': 'https://m.media-amazon.com/images/I/31dHXy+rrXL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31dHXy+rrXL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61wq4E9HW8L._SL1500_.jpg'}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.6 x 4.8 x 0.3 inches; 3.2 Ounces', 'Manufacturer': 'Sony Legacy', 'Original Release Date': '2005', 'Run time': '1 hour and 44 minutes', 'Date First Available': 'November 3, 2006', 'Label': 'Sony Legacy', 'Number of discs': '1'}",B00076ZZ9I,,,
Digital Music,folklore       Explicit Lyrics,4.7,14061,[],"['Taylor Swift\'s surprise album, folklore, on CD August 7th! ""Most of the things I had planned this summer didn\'t end up happening, but there is something I hadn\'t planned on that DID happen. And that thing is my 8th studio album, folklore,"" she said, letting fans know she poured all her whims, dreams, fears, musings into the 17 tracks. ""I wrote and recorded this music in isolation but got to collaborate with some musical heroes of mine; Aaron Dessner, Bon Iver, William Bowery and Jack Antonoff.""']",12.78,"[{'thumb': 'https://m.media-amazon.com/images/I/61c5+Bd3jWL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61c5+Bd3jWL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1Q6XGXmIFL._SL1500_.jpg'}]",[],Taylor Swift  (Artist)    Format: Audio CD,"['CDs & Vinyl', 'Pop', 'Adult Alternative']","{'Language': 'English', 'Product Dimensions': '4.88 x 5.63 x 0.47 inches; 3.39 Ounces', 'Manufacturer': 'Taylor Swift/Republic Records', 'Original Release Date': '2020', 'Date First Available': 'July 31, 2020', 'Label': 'Taylor Swift/Republic Records', 'Country of Origin': 'USA', 'Number of discs': '1'}",B08DC84LWL,,,
Digital Music,"AC/DC - Back In Black - Atlantic - ATL 50 735, Atlantic - SD 16018",4.8,14057,[],"['1 x Vinyl LP, AlbumGermany 1980', ""A1 - Hells Bells (5:10)A2 - Shoot To Thrill (5:17)A3 - What Do You Do For Money Honey (3:36)A4 - Given The Dog A Bone (3:31)A5 - Let Me Put My Love Into You (4:12)B1 - Back In Black (4:17)B2 - You Shook Me All Night Long (3:29)B3 - Have A Drink On Me (4:01)B4 - Shake A Leg (4:04)B5 - Rock And Roll Ain't Noise Pollution (4:12)""]",18.99,"[{'thumb': 'https://m.media-amazon.com/images/I/31RTeBwdLIL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RTeBwdLIL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51yfjO+AnPL._SL1088_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31J1ZUeBLEL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31J1ZUeBLEL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51jfTB2ljqL._SL1088_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61n28z3wz9L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61n28z3wz9L.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61qt0V0p4LL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61qt0V0p4LL.jpg', 'variant': 'PT03', 'hi_res': None}]",[],AC/DC   Format: Vinyl,"['CDs & Vinyl', 'Vinyl Store']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '15.2 x 12.76 x 0.79 inches; 0.01 Ounces', 'Manufacturer': 'Atlantic', 'Date First Available': 'March 16, 2017', 'Label': 'Atlantic'}",B005D6ACNG,,,
Digital Music,Back in Black,4.8,14025,[],"['Digitally remastered European vinyl LP pressing of this 1980 release from the Australian Hard Rockers, reissued to coincide with their 2008 studio release and world tour. 10 tracks. Sony/BMG.']",20.13,"[{'thumb': 'https://m.media-amazon.com/images/I/31RcWmlTTzL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RcWmlTTzL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51OnwdPjLML._SL1175_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41kExxJC9DL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kExxJC9DL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/71jekSxFwHL._SL1500_.jpg'}]",[],AC/DC   Format: Vinyl,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'Japanese', 'Product Dimensions': '12.32 x 12.36 x 0.31 inches; 8.32 Ounces', 'Manufacturer': 'Sony Uk', 'Item model number': '2724475908774', 'Original Release Date': '2009', 'Run time': '33 minutes', 'SPARS Code': 'DDD', 'Date First Available': 'April 25, 2009', 'Label': 'Sony Uk', 'Number of discs': '1'}",B0000CDLKS,,,
Digital Music,Back In Black,4.8,14023,[],"[""Released in July 1980, 'Back in Black' is the seventh studio album by the Australian rock band. Features the singles 'You Shook Me All Night Long', 'Hells Bells', 'Back in Black' and 'Rock and Roll Ain't Noise Pollution'.""]",124.77,"[{'thumb': 'https://m.media-amazon.com/images/I/31xYSGFv48L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31xYSGFv48L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51dn4Ir-a8L._SL1500_.jpg'}]",[],AC/DC   Format: Audio Cassette,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Product Dimensions': '0.63 x 4.33 x 2.72 inches; 0.71 Ounces', 'Manufacturer': 'Sony Music Cmg', 'Item model number': 'SON00019', 'Run time': '40 minutes', 'Date First Available': 'September 10, 2018', 'Label': 'Sony Music Cmg', 'Number of discs': '1'}",B07C4W5XQ4,,,
Digital Music,AC/DC Back in Black,4.8,14022,[],"['Product Description', ""BACK IN BLACK is the 6th best selling album in US History and has went 19 times platinum. This digitally remastered contains a 16 page booklet with unpublished photos, classic memorabilia, and new liner notes by the Rolling Stone's David Fricke."", 'Amazon.com', 'Most critics complain', 'Back in Black', ', the album AC/DC recorded after the death of their original lead screamer Bon Scott, is ridiculously juvenile, obvious, snickering, bludgeoning, derivative, single-minded about sex and booze, a big cartoon. All true, of course, and--on rock \'n\' ragers like ""What Do You Do For Money Honey,"" ""You Shook Me All Night Long,"" and the title track--all great. As Scott\'s replacement Brian Johnson reminds us, loud and crunchy, no-holds-barred ""rock and roll ain\'t noise pollution...it makes good, good sense."" Never trust anyone who refuses to drink domestic beer, laugh at the Three Stooges, or crank', 'Back in Black', '.', '--David Cantwell']",9.0,"[{'thumb': 'https://m.media-amazon.com/images/I/31iGW4WKXWL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31iGW4WKXWL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/41J0k2zW9wL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51KX33KnShL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KX33KnShL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/71nubHgqHJL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Vp0mG6B+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Vp0mG6B+L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/719XA2GnE4L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/318tx2tAQKL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/318tx2tAQKL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61AuZJ6C+NL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31KYT5eukiL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31KYT5eukiL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/512k5hoZZcL._SL1500_.jpg'}]","[{'title': 'ACDC Whiskey Glass Sand-Blasted etched with Song Title', 'url': 'https://www.amazon.com/vdp/0d41700f43d947d8b1cb3cd0edaa25a0?ref=dp_vse_rvc_0', 'user_id': 'AEPQLHVFX3HOX7UIMFCLGPGYXEYQ'}]",AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '4.9 x 5.4 x 0.2 inches; 2.4 Ounces', 'Manufacturer': 'Legacy Recordings', 'Item model number': 'VQER6LT', 'Original Release Date': '1980', 'Run time': '42 minutes', 'Date First Available': 'April 30, 2006', 'Label': 'Legacy Recordings', 'Country of Origin': 'USA', 'Number of discs': '1'}",B000089RV6,,,
Digital Music,Bill & Ted's Excellent Adventure Soundtrack,4.6,13970,[],"[""Vinyl LP pressing. Bill & Ted's Excellent Adventure (OST), originally released by A&M Records in 1989, is being re-released on vinyl with a limited pressing by Rusted Wave and Mondo! Special packing includes holographic jacket printed on 18-point silver board, Circuits of Time directory inner sleeve and insert, and artwork by Matty Ryan Tobin. Jump in the phone booth and travel through time on a musical adventure with 10 of the most triumphant hard rock '80s glam tracks in history.""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/413LsspE7HL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413LsspE7HL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71XJzujmy6L._SL1500_.jpg'}]",[],BILL & TED’S EXCELLENT ADVENTURE OST  (Artist)    Format: Vinyl,"['CDs & Vinyl', 'Soundtracks', 'Movie Soundtracks']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12.2 x 0.2 x 12.2 inches; 12 Ounces', 'Manufacturer': 'Rusted Wave', 'Item model number': 'RW 5', 'Original Release Date': '2018', 'Date First Available': 'April 11, 2018', 'Label': 'Rusted Wave', 'Number of discs': '1'}",B07BZ5B99X,,,
Digital Music,AC/DC- Back In Black,4.8,13850,[],"['Most critics complain Back in Black, the album AC/DC recorded after the death of their original lead screamer Bon Scott, is ridiculously juvenile, obvious, snickering, bludgeoning, derivative, single-minded about sex and booze, a big cartoon. All true, of course, and--on rock \'n\' ragers like ""What Do You Do For Money Honey,"" ""You Shook Me All Night Long,"" and the title track--all great. As Scott\'s replacement Brian Johnson reminds us, loud and crunchy, no-holds-barred ""rock and roll ain\'t noise pollution...it makes good, good sense."" Never trust anyone who refuses to drink domestic beer, laugh at the Three Stooges, or crank Back in Black. --David Cantwell']",59.16,"[{'thumb': 'https://m.media-amazon.com/images/I/41SZSYJ2XGL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41SZSYJ2XGL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '0.39 x 0.39 x 0.5 inches; 2.88 Ounces', 'Manufacturer': 'Sony Music Canada Inc.', 'Item model number': 'YBR--33722', 'Date First Available': 'July 26, 2006', 'Label': 'Sony Music Canada Inc.', 'Number of discs': '1'}",B00000DOYR,,,
Digital Music,Back In Black,4.8,13834,[],"['Vinyl LP pressing. 2003 digital re-master of the Australian rockers\' seventh album. Released in July, 1980, Back in Black was the first AC/DC album recorded without former lead singer Bon Scott, who died in February of that year. Back in Black was the first album to feature vocalist Brian Johnson, formerly of Geordie. Producer Robert John ""Mutt"" Lange, who had previously worked with AC/DC on Highway to Hell, was again brought in to produce. The album was recorded at Compass Point Studios in Nassau, Bahamas, and Electric Lady Studios in New York, where the album was also mixed.']",22.97,"[{'thumb': 'https://m.media-amazon.com/images/I/31N6fcQofoL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31N6fcQofoL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71s6glEqRyL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hGYz6xKAL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hGYz6xKAL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/81Y1i+dWpKL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51tVii-+FVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51tVii-+FVL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91dOg9eqBVL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51tn8T7TwYL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51tn8T7TwYL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91pcdLiuQpL._SL1500_.jpg'}]","[{'title': 'AC/DC Back In Black Vinyl LP Remastered ', 'url': 'https://www.amazon.com/vdp/03b5e58bd1b8470abfc4331de0cbc5b8?ref=dp_vse_rvc_0', 'user_id': '/shop/allcheckoutproductvideosreviewsinfostests'}, {'title': 'Ac dc just back in back!!!', 'url': 'https://www.amazon.com/vdp/0d6342fcba644f2cbcab3c553c5eb11a?ref=dp_vse_rvc_1', 'user_id': 'AG2WWU3ABPOJYNRWSNVKLVACZMCA'}, {'title': 'Good choice for my first ever record', 'url': 'https://www.amazon.com/vdp/001bc3f23c0f4df8b058a1c59dc19360?ref=dp_vse_rvc_2', 'user_id': 'AGNG66RGDEDMW5KPRPPFUYJGQZJQ'}, {'title': 'ACDC Color Logo Pint Glass Epoxy ink UV Cured Dishwasher Saf', 'url': 'https://www.amazon.com/vdp/0b4f6be3286f4fb482c02eb2359b7e38?ref=dp_vse_rvc_3', 'user_id': 'AEPQLHVFX3HOX7UIMFCLGPGYXEYQ'}]",AC/DC   Format: Vinyl,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12.2 x 12.2 x 0.2 inches; 11.2 Ounces', 'Manufacturer': 'Legacy Recordings', 'Item model number': '69699802071', 'Original Release Date': '2003', 'Run time': '42 minutes', 'Date First Available': 'November 22, 2006', 'Label': 'Legacy Recordings', 'Country of Origin': 'USA', 'Number of discs': '1'}",B0000CF35G,,,
Digital Music,Back In Black,4.8,13762,[],"['The Collector\'s Edition features some of music\'s all-time classic titles with the front and back cover, inside panels and book enlarged to an 8"" x 8"" size similar to a mini-LP. AC/DC - Back In Black Collector\'s Edition 16-page display-sized is perfect for your coffee table or book shelf.']",39.99,"[{'thumb': 'https://m.media-amazon.com/images/I/31DGy0LIteL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DGy0LIteL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61v7gVt5HzL._SL1500_.jpg'}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Arena Rock']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '7.94 x 7.48 x 0.13 inches; 3.84 Ounces', 'Manufacturer': 'Sony Legacy', 'Original Release Date': '2013', 'Run time': '42 minutes', 'Date First Available': 'June 24, 2013', 'Label': 'Sony Legacy', 'Number of discs': '1'}",B00DL7TOBK,,,
Digital Music,Platinum Collection,4.8,13762,[],"['Triple disc collection that packages all three of the previous GREATEST HITS compilations in one definitive set. For newer fans of Queen, this is the best way to get all the hits in one easy set.']",28.63,"[{'thumb': 'https://m.media-amazon.com/images/I/51dsQgVZNGL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51dsQgVZNGL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Z3uc-6ANL._SL1400_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Q42bVJBNL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Q42bVJBNL.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51A3xfwnzpL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51A3xfwnzpL.jpg', 'variant': 'PT05', 'hi_res': None}]",[],QUEEN  (Artist)    Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Arena Rock']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.08 x 5.55 x 1.26 inches; 11.36 Ounces', 'Manufacturer': 'Island Uk', 'Item model number': 'B2_0342592', 'Original Release Date': '2011', 'SPARS Code': 'DDD', 'Date First Available': 'May 27, 2011', 'Label': 'Island Uk', 'Number of discs': '1'}",B0051CBWV8,,,
Digital Music,Back In Black,4.8,13738,[],['AC/DC BACK IN BLACK'],20.34,"[{'thumb': 'https://m.media-amazon.com/images/I/31RcWmlTTzL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RcWmlTTzL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51OnwdPjLML._SL1175_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51YaJIq50iL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YaJIq50iL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/910RNT12iPL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4133CzZxT1L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4133CzZxT1L.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81A8Bs6-z1L._SL1500_.jpg'}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.6 x 0.4 x 4.9 inches; 4 Ounces', 'Manufacturer': 'Epic', 'Original Release Date': '2003', 'SPARS Code': 'DDD', 'Date First Available': 'April 6, 2010', 'Label': 'Epic', 'Number of discs': '1'}",B00008AJL8,,,
Digital Music,Back in Black,4.8,13719,[],"['Product description', 'AC DC BACK IN BLACK We receive various CDs from the radio cores that we remanufacture. As a result, we are are now selling them! Our CDs are professionally resurfaced and are guaranteed to work or your money back! These listings are for the disc only and do not come with the case, album art, or inserts. If you have any questions about the CDs, please do not hesitate to get in touch.', 'Amazon.com', 'Most critics complain', 'Back in Black', ', the album AC/DC recorded after the death of their original lead screamer Bon Scott, is ridiculously juvenile, obvious, snickering, bludgeoning, derivative, single-minded about sex and booze, a big cartoon. All true, of course, and--on rock \'n\' ragers like ""What Do You Do For Money Honey,"" ""You Shook Me All Night Long,"" and the title track--all great. As Scott\'s replacement Brian Johnson reminds us, loud and crunchy, no-holds-barred ""rock and roll ain\'t noise pollution...it makes good, good sense."" Never trust anyone who refuses to drink domestic beer, laugh at the Three Stooges, or crank', 'Back in Black', '.', '--David Cantwell']",10.0,"[{'thumb': 'https://m.media-amazon.com/images/I/41kj36cVMFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kj36cVMFL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],AC/DC   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.5 x 4.94 x 0.45 inches; 0.71 Ounces', 'Manufacturer': 'Atlantic', 'Item model number': 'S6', 'SPARS Code': 'DDD', 'Date First Available': 'January 3, 2007', 'Label': 'Atlantic', 'Number of discs': '1'}",B000002JS6,,,
Digital Music,Back in Black,4.8,13712,[],[],127.77,"[{'thumb': 'https://m.media-amazon.com/images/I/41+ydb1ZflL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+ydb1ZflL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61TvOBH8z8L._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31cQe-VpAoL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31cQe-VpAoL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61DGR+ihbTL._SL1200_.jpg'}]",[],AC/DC   Format: Audio Cassette,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.3 x 2.7 x 0.7 inches; 8.82 Ounces', 'Date First Available': 'February 9, 2007', 'Number of discs': '1'}",B00000EBL2,,,
Digital Music,"Taylor Swift - Folklore ""Hide-And-Seek"" Edition Deluxe Vinyl 2LP Album",4.7,13651,[],"['Taylor Swift - Folklore ""Hide-And-Seek"" Edition Deluxe Vinyl 2LP Album Sold out limited release deluxe vinyl album includes: 2 vinyl albums 16 songs + bonus song ""the lakes"" unique, collectible covers unique, collectible back covers collectible vinyl album sleeves (each version contains lyrics, 5 unique photos, and unique artwork) unique vinyl disc photos']",,"[{'thumb': 'https://m.media-amazon.com/images/I/41wcEnhbiCL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wcEnhbiCL.jpg', 'variant': 'MAIN', 'hi_res': None}]","[{'title': 'Beautiful Vinyl', 'url': 'https://www.amazon.com/vdp/0f229aaac41c466bbd52e671353c44ca?ref=dp_vse_rvc_0', 'user_id': 'AERJAD5PSNPRTMLBYXMVKWA7BYVA'}]",Taylor Swift  (Artist)    Format: Vinyl,"['CDs & Vinyl', 'Pop', 'Easy Listening']","{'Package Dimensions': '12.76 x 12.72 x 0.79 inches; 1.44 Pounds', 'Manufacturer': 'Republic Records', 'Date First Available': 'November 30, 2020', 'Label': 'Republic Records', 'Number of discs': '1'}",B08PC8QP6T,,,
Digital Music,BE,4.8,13525,[],"['1 CD, 1 photo book, 1 making book, 1 lyric poster, 8 photo cards, 1 Polaroid photo card, 1 photo frame, 7 postcards, 1 poster. All sales count towards Soundscan and the US Billboard Charts, as well as the Korean Hanteo and Gaon charts.']",5.7,"[{'thumb': 'https://m.media-amazon.com/images/I/11XFFfP95DL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/11XFFfP95DL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51uaT3HntmL._SL1500_.jpg'}]","[{'title': 'How The Package Comes', 'url': 'https://www.amazon.com/vdp/03a4c33c02ca45128504b3428c08fe60?ref=dp_vse_rvc_0', 'user_id': 'AGCJSYV22SM2LYLQVD4ATSUJOUYA'}, {'title': 'My BTS BE Album Unboxing', 'url': 'https://www.amazon.com/vdp/d95e597ce1cb40dd91d669286ed13a8b?ref=dp_vse_rvc_1', 'user_id': 'AFZFXPBUBU5DO67CB2WQD4OOCD4Q'}, {'title': 'Product is damage', 'url': 'https://www.amazon.com/vdp/f9cde8d04dc746c1a19dde6ee5622ebb?ref=dp_vse_rvc_2', 'user_id': 'AHKMLPYMZQJGNQAYSDAMKLJRUTKA'}, {'title': 'BE', 'url': 'https://www.amazon.com/vdp/0efc43db9e9a4cc588ea2d75e7a6547d?ref=dp_vse_rvc_3', 'user_id': 'AGCJSYV22SM2LYLQVD4ATSUJOUYA'}, {'title': 'really bad behavior', 'url': 'https://www.amazon.com/vdp/04cb66fbd4d2414b8cc016ef15f9f68a?ref=dp_vse_rvc_4', 'user_id': 'AFIDJDUGRVYSTSKBDAQ3L5DGQJ2A'}, {'title': 'Nothing wrong with BTS, but with the PACKAGING!', 'url': 'https://www.amazon.com/vdp/ba8ce334b5864adeab966e0802795a56?ref=dp_vse_rvc_5', 'user_id': 'AGCK7SDNJ7D2T6MVHUFPZYH75V6Q'}, {'title': 'THE ITEM IS DAMAGED!', 'url': 'https://www.amazon.com/vdp/8b95310c15424ac098ae2ab7522d8ed8?ref=dp_vse_rvc_6', 'user_id': 'AFLU4YEYFTCKF3M7Q4WAC7VXV26A'}, {'title': 'Great product', 'url': 'https://www.amazon.com/vdp/c5d4b5a0898448eebb4aa3688ab04dde?ref=dp_vse_rvc_7', 'user_id': 'AFMRRM6SBJVKGIJJOTGVIBDQLA5A'}, {'title': 'BTS music is powerful, Amazon handling of my album was less than desirable', 'url': 'https://www.amazon.com/vdp/c72f34bb8e8147448e1e9be0161a6ac7?ref=dp_vse_rvc_8', 'user_id': 'AGPV7ML4D3SCT5ESKOROKIEMQQKQ'}, {'title': 'Happy ARMY product was Not damage', 'url': 'https://www.amazon.com/vdp/8d3618c88fe84652bf8096c6e550477b?ref=dp_vse_rvc_9', 'user_id': 'AFI3ZHQEF7HROQY5TIVZ3G3K4ADQ'}]",BTS  (Artist)    Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Far East & Asia']","{'Language': 'Korean', 'Product Dimensions': '6.3 x 8.8 x 2 inches; 2.1 Pounds', 'Manufacturer': 'BIGHIT ENTERTAINMENT', 'Item model number': 'BHK1179', 'Original Release Date': '2020', 'Date First Available': 'September 28, 2020', 'Label': 'BIGHIT ENTERTAINMENT', 'Number of discs': '1'}",B08JJNCVRX,,,
